,Company,Style,Price,Star Ratings List,Size,Country of Manufacturer,Units Sold,Units Returned,Months on Market,Sales Trend,Average Star Rating
49,Blue Threads,trouser,66.63,"[4.1, 3.9, 2.8, 2.1, 5.0, 5.0, 5.0, 3.3, 3.5, 3.5]",L,Turkey,5190,413,40,Stable,2.27670544815825
50,Modern Denim,paper bag,80.75,"[2.2, 3.2, 3.6, 4.9, 1.1, 4.6, 5.0, 3.8, 1.4, 3.2]",L,USA,4849,309,24,Stable,1.8105927367269654
51,Modern Denim,flared,93.06,"[3.7, 4.4, 2.0, 5.0, 3.1, 2.0, 3.6, 4.0, 5.0, 5.0]",L,Turkey,1363,454,60,Stable,2.2389810021803473
52,Denim Co.,paper bag,109.99,"[1.7, 5.0, 2.1, 2.9, 2.1, 5.0, 4.7, 1.2, 2.4, 1.2]",L,China,949,233,52,Increasing,1.429695474265731
53,Blue Threads,skinny,12.799999999999999,"[1.4, 1.6, 3.6, 2.8, 1.2, 5.0, 2.8, 3.2, 1.9, 4.9]",XS,USA,6729,350,46,Increasing,1.4374334993047326
54,Modern Denim,cropped,134.39999999999998,"[3.4, 5.0, 3.1, 3.1, 4.5, 4.9, 1.9, 1.9, 1.7, 2.1]",S,Bangladesh,3135,34,22,Decreasing,1.6933804317911663
55,Denim Co.,sailor,115.24000000000001,"[4.9, 3.0, 4.2, 5.0, 5.0, 3.2, 4.2, 2.3, 3.7, 5.0]",XL,Mexico,6084,297,44,Stable,2.5005124517910793
56,Comfort Fit,wide,41.43000000000001,"[1.1, 3.4, 5.0, 2.9, 4.8, 4.0, 1.3, 2.4, 2.9, 5.0]",XL,USA,8931,415,32,Stable,1.7936461848862064
57,Denim Co.,wide,152.21,"[3.1, 3.7, 5.0, 2.7, 3.8, 1.1, 1.7, 2.3, 4.3, 1.5]",XL,Vietnam,129,215,41,Decreasing,1.4998986039218278
58,Trendy Tailors,cropped,66.9,"[4.3, 3.6, 5.0, 3.6, 3.3, 2.5, 1.6, 3.9, 1.3, 1.2]",M,India,690,80,39,Decreasing,1.5874319485779078
59,Comfort Fit,tapered,128.49,"[5.0, 5.0, 1.0, 3.1, 2.5, 1.4, 2.9, 4.5, 5.0, 4.9]",M,Vietnam,745,-7,52,Stable,2.0105040344391902
60,Modern Denim,straight,135.86,"[1.6, 5.0, 4.6, 1.9, 1.3, 2.8, 5.0, 5.0, 4.8, 4.5]",XS,Turkey,4144,198,12,Stable,2.118645994484688
61,Vintage Vogue,tapered,31.48,"[2.0, 1.9, 3.9, 4.2, 3.9, 1.9, 5.0, 2.0, 4.0, 3.8]",XS,Turkey,1052,47,46,Stable,1.7767675702988823
62,Modern Denim,trouser,70.59,"[1.1, 5.0, 2.1, 5.0, 1.9, 1.6, 3.3, 3.2, 3.3, 5.0]",S,Bangladesh,4892,333,49,Increasing,1.6851328849994185
63,Urban Style,wide,110.89999999999999,"[2.1, 4.7, 5.0, 2.0, 5.0, 3.1, 4.3, 1.5, 4.0, 4.5]",M,China,9085,172,20,Stable,2.091352798051915
64,Retro Wear,sailor,52.38,"[5.0, 4.7, 4.4, 5.0, 4.7, 2.6, 1.2, 3.5, 2.3, 4.6]",S,China,3581,198,49,Stable,2.257801038744198
65,Vintage Vogue,straight,136.69,"[3.2, 1.4, 3.1, 4.3, 5.0, 2.2, 4.4, 5.0, 4.4, 5.0]",L,Bangladesh,7291,318,60,Decreasing,2.257801038744198
66,Trendy Tailors,wide,100.69,"[1.7, 1.8, 3.6, 5.0, 2.7, 3.3, 3.1, 2.7, 3.2, 5.0]",S,Turkey,3199,422,45,Stable,1.7348657437456332
67,Comfort Fit,skinny,24.15,"[1.4, 3.3, 3.0, 4.7, 5.0, 4.9, 4.5, 4.3, 1.4, 2.9]",S,Mexico,589,457,54,Stable,2.0194120848938413
68,Vintage Vogue,flared,27.759999999999998,"[5.0, 1.9, 1.7, 3.3, 4.6, 4.6, 5.0, 3.9, 1.5, 3.0]",XS,Vietnam,9544,383,21,Stable,1.939900412651872
69,Urban Style,jogger,111.32,"[1.7, 1.5, 2.0, 3.4, 5.0, 3.6, 1.7, 2.4, 4.1, 4.9]",XS,Turkey,4632,464,5,Decreasing,1.5874319485779074
70,Modern Denim,trouser,146.72,"[5.0, 2.9, 1.6, 2.1, 4.9, 4.2, 3.9, 3.6, 1.6, 3.2]",S,Vietnam,9637,79,10,Stable,1.8105927367269663
71,Vintage Vogue,jogger,55.12,"[2.1, 1.3, 5.0, 4.3, 5.0, 2.2, 4.4, 4.5, 2.9, 1.6]",M,India,2830,272,9,Decreasing,1.8361408309936622
72,Urban Style,straight,80.83999999999999,"[3.9, 3.5, 4.3, 1.4, 2.8, 3.6, 4.5, 5.0, 5.0, 3.1]",S,India,4437,-30,7,Stable,2.1737621653427044
73,Classic Cuts,wide,27.949999999999996,"[2.0, 4.5, 2.9, 5.0, 2.0, 3.1, 2.7, 3.0, 3.1, 1.4]",L,Turkey,348,401,4,Decreasing,1.5394489327109562
74,Urban Style,cropped,107.34,"[4.3, 2.0, 3.2, 5.0, 4.1, 3.6, 1.3, 2.9, 5.0, 1.0]",M,Mexico,1851,388,44,Increasing,1.7599565045395236
75,Trendy Tailors,skinny,92.53,"[4.4, 2.0, 5.0, 2.8, 4.2, 1.9, 2.1, 4.0, 1.2, 2.9]",XS,Bangladesh,6073,113,10,Stable,1.6035539515683377
76,Trendy Tailors,tapered,98.08999999999999,"[3.5, 3.1, 4.9, 2.5, 3.7, 3.1, 1.6, 1.5, 5.0, 4.5]",L,Bangladesh,4289,454,13,Increasing,1.8446912760928613
77,Modern Denim,skinny,68.69,"[4.8, 1.8, 5.0, 1.8, 1.6, 5.0, 5.0, 4.8, 2.2, 2.7]",XL,Vietnam,4240,461,39,Decreasing,1.957442188853983
78,Denim Co.,paper bag,135.66,"[2.9, 2.1, 3.8, 4.9, 5.0, 2.4, 1.9, 5.0, 5.0, 1.1]",L,Bangladesh,2651,78,27,Increasing,1.905031866199602
79,Vintage Vogue,sailor,137.45,"[3.2, 5.0, 2.6, 2.5, 4.8, 1.4, 2.9, 2.5, 3.2, 5.0]",L,China,7547,483,49,Decreasing,1.8190916143115725
80,Comfort Fit,flared,20.82,"[4.6, 4.3, 2.1, 5.0, 4.5, 2.0, 4.0, 5.0, 1.8, 1.4]",XL,Turkey,6598,195,54,Increasing,1.957442188853983
81,Retro Wear,flared,31.14,"[2.5, 5.0, 4.8, 3.8, 3.8, 1.3, 4.8, 3.6, 3.4, 5.0]",S,USA,3171,167,27,Decreasing,2.257801038744198
82,Retro Wear,skinny,94.55,"[4.9, 3.6, 3.5, 3.0, 3.7, 4.3, 2.5, 2.9, 1.1, 5.0]",XS,USA,5602,481,59,Decreasing,1.939900412651872
83,Urban Style,trouser,34.49,"[1.0, 5.0, 5.0, 2.3, 5.0, 2.9, 2.9, 1.3, 1.9, 2.5]",S,Vietnam,4155,-35,11,Stable,1.5474063755065868
84,Denim Co.,sailor,105.96000000000001,"[2.8, 4.5, 3.7, 5.0, 2.2, 5.0, 5.0, 3.0, 4.8, 3.3]",XL,Bangladesh,8702,156,16,Stable,2.38223258194102
85,Urban Style,jogger,63.9,"[5.0, 2.3, 5.0, 4.9, 4.0, 3.2, 3.3, 3.6, 4.5, 3.5]",XS,Bangladesh,8904,13,24,Decreasing,2.38223258194102
86,Denim Co.,trouser,129.04,"[2.1, 5.0, 3.3, 1.9, 3.6, 2.7, 1.8, 3.3, 5.0, 5.0]",XL,China,2208,175,34,Increasing,1.8704466139817328
87,Urban Style,trouser,149.94,"[3.1, 2.3, 1.8, 1.7, 1.9, 1.7, 5.0, 5.0, 1.4, 5.0]",M,Vietnam,9182,287,61,Decreasing,1.4763570296167658
88,Urban Style,skinny,50.87,"[2.5, 1.1, 2.3, 4.2, 5.0, 5.0, 3.2, 2.4, 2.4, 4.5]",M,Turkey,3831,91,4,Decreasing,1.7767675702988819
89,Retro Wear,paper bag,114.37,"[1.6, 1.2, 4.0, 5.0, 4.4, 3.6, 3.5, 1.9, 5.0, 5.0]",XS,China,3344,167,12,Stable,2.0016145093534483
90,Retro Wear,flared,69.93,"[1.3, 3.2, 3.0, 2.7, 5.0, 4.5, 4.7, 5.0, 4.9, 5.0]",XS,Mexico,10090,68,26,Stable,2.38223258194102
91,Classic Cuts,sailor,104.58,"[5.0, 5.0, 3.1, 2.6, 1.5, 2.2, 3.0, 2.7, 1.8, 3.4]",S,Mexico,1476,398,17,Increasing,1.5874319485779078
92,Trendy Tailors,straight,149.55,"[2.3, 3.5, 5.0, 5.0, 3.3, 1.1, 1.9, 5.0, 2.9, 1.2]",XL,USA,355,83,31,Decreasing,1.6604885619845433
93,Modern Denim,wide,57.6,"[2.1, 1.4, 3.5, 2.7, 3.9, 4.6, 5.0, 5.0, 1.7, 2.5]",XS,USA,4952,47,59,Increasing,1.7599565045395236
94,Vintage Vogue,skinny,88.12,"[3.8, 3.5, 2.4, 1.1, 4.2, 4.5, 3.3, 5.0, 3.7, 1.3]",M,Turkey,5277,496,42,Decreasing,1.7936461848862064
95,Comfort Fit,straight,104.37,"[3.8, 3.6, 4.6, 4.4, 5.0, 1.7, 2.5, 1.6, 1.7, 4.8]",XL,Bangladesh,1372,425,15,Increasing,1.870446613981732
96,Vintage Vogue,wide,64.44,"[3.1, 4.5, 4.0, 5.0, 5.0, 4.2, 4.2, 4.2, 4.4, 5.0]",XS,Bangladesh,2459,43,37,Decreasing,2.823543272217697
97,Comfort Fit,wide,76.84,"[4.3, 4.4, 1.2, 5.0, 2.6, 4.6, 2.0, 2.5, 5.0, 1.9]",L,China,3228,468,9,Decreasing,1.8532590179085613
98,Classic Cuts,cropped,31.96,"[4.9, 2.2, 3.2, 2.3, 5.0, 2.3, 4.6, 3.6, 2.7, 4.4]",L,USA,7949,351,48,Stable,2.0016145093534483
99,Classic Cuts,cropped,52.09,"[1.6, 5.0, 3.0, 2.0, 5.0, 5.0, 3.3, 4.5, 2.0, 3.2]",M,Turkey,285,351,36,Increasing,1.9486622873431183
100,Retro Wear,tapered,35.26,"[4.7, 2.3, 5.0, 4.9, 3.9, 1.1, 4.7, 1.9, 5.0, 4.4]",L,China,8590,102,12,Stable,2.248380532697135
101,Jeans Unlimited,straight,131.27,"[4.1, 5.0, 3.1, 1.6, 1.6, 2.3, 5.0, 1.8, 4.3, 3.6]",L,China,6636,332,17,Decreasing,1.7599565045395236
102,Urban Style,tapered,63.510000000000005,"[3.1, 4.3, 5.0, 1.3, 3.0, 3.1, 4.9, 2.4, 4.0, 1.4]",XL,Turkey,5927,301,40,Stable,1.7683536175558443
103,Blue Threads,cropped,73.6,"[3.3, 3.5, 3.3, 5.0, 3.6, 4.6, 5.0, 1.5, 5.0, 1.4]",S,India,1492,470,8,Increasing,2.091352798051915
104,Blue Threads,skinny,133.09,"[3.1, 4.6, 3.7, 4.4, 5.0, 2.7, 1.5, 1.5, 1.8, 3.9]",XS,Vietnam,9317,271,9,Decreasing,1.7432126128170133
105,Jeans Unlimited,trouser,38.94,"[2.2, 4.9, 3.7, 4.3, 3.5, 2.5, 5.0, 2.1, 1.1, 5.0]",S,China,4624,213,52,Decreasing,1.9224304783699333
106,Comfort Fit,paper bag,125.32000000000002,"[3.7, 4.0, 2.8, 1.6, 5.0, 1.6, 5.0, 5.0, 2.6, 2.8]",S,Vietnam,4269,232,21,Decreasing,1.905031866199602
107,Classic Cuts,wide,119.42999999999999,"[1.1, 2.1, 4.7, 2.7, 3.7, 1.4, 4.2, 5.0, 1.1, 5.0]",XL,Bangladesh,7800,68,25,Decreasing,1.6441405685069412
108,Comfort Fit,wide,115.07,"[2.8, 2.1, 2.3, 5.0, 4.5, 3.8, 1.5, 1.7, 4.0, 5.0]",M,Vietnam,5365,168,20,Decreasing,1.7851984100359064
109,Comfort Fit,sailor,127.00999999999999,"[1.7, 3.4, 2.4, 4.2, 4.4, 4.5, 5.0, 3.7, 5.0, 5.0]",M,Bangladesh,9559,423,47,Decreasing,2.38223258194102
110,Vintage Vogue,straight,54.34,"[5.0, 3.7, 1.7, 2.3, 3.9, 1.7, 3.3, 4.4, 5.0, 3.7]",M,Bangladesh,1180,214,37,Stable,1.9574421888539835
111,Trendy Tailors,sailor,46.19,"[1.5, 4.4, 5.0, 3.1, 4.5, 2.4, 4.5, 2.7, 4.0, 2.9]",M,USA,4315,200,10,Stable,1.9838907373057266
112,Modern Denim,flared,107.53999999999999,"[1.9, 3.3, 5.0, 2.9, 5.0, 5.0, 3.6, 5.0, 1.8, 4.4]",M,USA,3601,356,61,Stable,2.248380532697135
113,Blue Threads,straight,116.38000000000001,"[3.5, 2.3, 4.4, 1.1, 5.0, 5.0, 4.4, 5.0, 2.2, 2.4]",XS,China,9230,428,53,Decreasing,2.0105040344391902
114,Vintage Vogue,trouser,52.699999999999996,"[4.0, 5.0, 1.1, 4.6, 3.9, 2.3, 2.2, 1.9, 4.5, 3.6]",XL,Mexico,1604,91,46,Decreasing,1.8190916143115734
115,Blue Threads,flared,114.85,"[5.0, 2.0, 4.4, 1.2, 4.1, 5.0, 3.6, 2.0, 3.3, 2.5]",XL,Mexico,327,-22,43,Increasing,1.8190916143115734
116,Blue Threads,skinny,122.52,"[2.0, 1.7, 4.1, 5.0, 3.0, 1.3, 3.1, 3.7, 1.8, 2.7]",M,China,3643,114,23,Increasing,1.437433499304733
117,Urban Style,trouser,29.659999999999997,"[4.4, 1.3, 1.2, 4.3, 5.0, 1.3, 1.6, 1.2, 1.4, 1.9]",XL,India,9986,102,39,Increasing,1.0833128649406696
118,Trendy Tailors,flared,101.87,"[1.1, 2.3, 5.0, 4.2, 5.0, 3.2, 1.4, 1.6, 3.6, 5.0]",M,USA,6843,147,21,Decreasing,1.7599565045395236
119,Retro Wear,cropped,103.07000000000001,"[3.3, 4.4, 2.0, 5.0, 4.7, 3.9, 4.5, 1.0, 4.0, 4.9]",XL,China,9539,71,1,Stable,2.2296023319881213
120,Vintage Vogue,sailor,146.37,"[5.0, 2.3, 1.5, 4.0, 2.7, 2.0, 1.1, 5.0, 3.5, 3.6]",S,Turkey,5833,400,27,Stable,1.6197401920324044
121,Retro Wear,jogger,32.94,"[4.8, 3.2, 1.6, 5.0, 1.7, 4.6, 2.1, 3.8, 3.1, 2.4]",L,Bangladesh,8435,311,27,Increasing,1.7515761848244589
122,Retro Wear,flared,77.17,"[2.8, 5.0, 4.9, 3.4, 4.4, 5.0, 1.1, 3.6, 5.0, 3.2]",L,India,3824,519,43,Decreasing,2.2956951922519115
123,Comfort Fit,skinny,150.75,"[3.9, 3.5, 4.3, 4.7, 3.1, 5.0, 5.0, 4.2, 4.7, 3.0]",XS,China,4039,392,13,Decreasing,2.5915517580426997
124,Comfort Fit,skinny,70.85,"[5.0, 4.1, 5.0, 3.8, 1.8, 2.3, 4.4, 2.3, 1.5, 5.0]",XS,Bangladesh,7219,308,14,Stable,2.0016145093534483
125,Blue Threads,tapered,102.97999999999999,"[3.3, 5.0, 4.9, 3.4, 5.0, 1.6, 2.5, 3.6, 5.0, 1.7]",S,Vietnam,124,50,36,Decreasing,2.0732537685868664
126,Denim Co.,jogger,143.28,"[4.9, 5.0, 1.6, 3.5, 4.0, 2.6, 4.0, 3.9, 2.5, 2.0]",XS,Vietnam,2355,500,21,Decreasing,1.8963591481556645
127,Blue Threads,cropped,48.93,"[5.0, 2.4, 2.2, 4.9, 1.7, 5.0, 3.3, 4.5, 2.5, 5.0]",M,Mexico,3817,345,49,Increasing,2.118645994484688
128,Vintage Vogue,cropped,97.85000000000001,"[5.0, 4.6, 4.2, 1.6, 1.5, 4.3, 1.6, 3.0, 5.0, 4.9]",XL,Turkey,5712,214,18,Increasing,2.0462481552711163
129,Classic Cuts,straight,130.66,"[2.8, 5.0, 3.6, 4.4, 2.8, 1.5, 3.7, 5.0, 2.8, 2.0]",XS,Bangladesh,6163,177,48,Stable,1.8618441117748818
130,Urban Style,flared,113.49,"[2.5, 5.0, 4.7, 5.0, 2.8, 4.9, 4.6, 3.0, 3.1, 3.5]",S,Vietnam,9471,202,7,Stable,2.3628459966786632
131,Urban Style,paper bag,111.84,"[4.7, 3.1, 3.0, 5.0, 4.6, 2.2, 5.0, 2.9, 3.4, 2.6]",S,China,1556,207,-4,Decreasing,2.118645994484688
132,Classic Cuts,straight,57.730000000000004,"[1.8, 3.3, 2.2, 2.1, 3.2, 3.1, 4.9, 2.5, 5.0, 3.2]",XL,Turkey,8789,331,57,Decreasing,1.6686869882431197
133,Jeans Unlimited,jogger,106.57,"[2.0, 4.6, 1.0, 4.6, 4.1, 2.5, 4.2, 4.3, 3.4, 5.0]",M,USA,6081,116,30,Decreasing,2.0462481552711163
134,Vintage Vogue,cropped,133.84,"[5.0, 2.5, 4.7, 5.0, 4.6, 2.7, 3.9, 1.7, 3.0, 5.0]",L,Turkey,2703,147,20,Decreasing,2.267242637500627
135,Classic Cuts,cropped,39.55,"[5.0, 1.5, 1.3, 5.0, 1.2, 1.8, 1.9, 5.0, 3.8, 3.5]",M,China,5988,111,1,Stable,1.563368848668292
136,Trendy Tailors,sailor,150.46,"[3.5, 5.0, 1.6, 2.8, 1.8, 4.3, 5.0, 5.0, 4.0, 3.7]",L,USA,1378,-2,28,Increasing,2.136938939981779
137,Vintage Vogue,jogger,86.26,"[2.9, 4.1, 1.0, 1.1, 1.7, 5.0, 5.0, 2.8, 1.2, 2.0]",XS,Bangladesh,9035,179,38,Decreasing,1.3154781871522907
138,Comfort Fit,straight,156.76,"[4.2, 1.3, 1.7, 5.0, 3.2, 3.0, 5.0, 5.0, 4.8, 2.0]",L,Vietnam,2459,111,61,Stable,2.0016145093534483
139,Jeans Unlimited,flared,59.620000000000005,"[4.5, 4.9, 3.8, 4.4, 2.9, 5.0, 3.0, 3.7, 5.0, 4.2]",XL,USA,1545,87,19,Increasing,2.5915517580426997
140,Blue Threads,flared,30.970000000000002,"[1.3, 2.6, 1.6, 5.0, 4.7, 4.8, 3.8, 2.6, 1.9, 1.8]",XS,China,9758,54,4,Decreasing,1.5713739345482098
141,Classic Cuts,paper bag,105.71000000000001,"[3.1, 3.1, 2.7, 5.0, 5.0, 1.3, 3.2, 5.0, 4.7, 3.1]",XL,China,5306,128,2,Increasing,2.091352798051915
142,Classic Cuts,paper bag,85.99000000000001,"[5.0, 4.8, 1.5, 4.3, 1.1, 2.4, 1.8, 1.1, 4.5, 1.1]",L,Turkey,9227,80,57,Increasing,1.3759628057595685
143,Comfort Fit,skinny,56.07,"[3.5, 2.9, 1.9, 5.0, 3.9, 2.5, 1.3, 1.4, 4.9, 1.9]",XS,India,1517,503,54,Increasing,1.499898603921828
144,Urban Style,sailor,143.69,"[2.0, 2.7, 2.2, 3.1, 1.4, 3.2, 1.1, 5.0, 4.4, 5.0]",XS,India,5660,42,49,Increasing,1.57137393454821
145,Retro Wear,skinny,121.99000000000001,"[2.6, 5.0, 4.9, 4.4, 3.6, 1.0, 5.0, 3.3, 1.7, 3.3]",XL,USA,4233,396,34,Decreasing,1.9662401849160123
146,Retro Wear,skinny,157.54,"[2.0, 5.0, 2.6, 3.9, 5.0, 5.0, 1.5, 2.1, 3.2, 1.1]",S,Vietnam,1464,364,16,Increasing,1.6769017499897676
147,Jeans Unlimited,straight,104.79,"[1.6, 1.8, 4.3, 1.0, 4.5, 4.6, 5.0, 5.0, 3.5, 3.1]",L,Vietnam,3639,41,3,Increasing,1.9311564981655658
148,Urban Style,paper bag,52.989999999999995,"[5.0, 4.9, 5.0, 2.2, 2.9, 4.6, 1.2, 2.5, 4.7, 3.3]",M,USA,8780,60,3,Increasing,2.1004311550203028
149,Blue Threads,wide,49.88,"[3.5, 1.2, 1.2, 2.0, 1.2, 4.1, 5.0, 3.5, 2.1, 5.0]",M,India,8091,110,25,Decreasing,1.468541137073599
150,Jeans Unlimited,straight,88.47999999999999,"[2.8, 3.9, 5.0, 2.8, 5.0, 4.8, 2.5, 5.0, 2.4, 1.3]",XL,Mexico,9114,409,2,Stable,2.0283387367633097
151,Vintage Vogue,wide,61.089999999999996,"[2.9, 2.9, 3.0, 5.0, 1.4, 4.9, 5.0, 1.3, 5.0, 1.2]",S,Turkey,5437,345,43,Increasing,1.7767675702988823
152,Comfort Fit,trouser,99.99,"[4.6, 1.7, 4.7, 5.0, 3.0, 3.7, 5.0, 4.0, 3.6, 5.0]",L,Bangladesh,4392,12,46,Increasing,2.480559269263125
153,Retro Wear,cropped,24.240000000000002,"[2.1, 2.0, 2.1, 4.4, 3.2, 4.4, 3.9, 1.1, 5.0, 3.6]",XS,Mexico,1758,336,8,Stable,1.7099249185653862
154,Denim Co.,sailor,112.82,"[1.5, 1.6, 4.6, 1.4, 2.6, 4.4, 1.6, 4.3, 5.0, 2.9]",XS,China,3546,442,4,Decreasing,1.555379671681277
155,Jeans Unlimited,tapered,92.93,"[5.0, 3.3, 3.2, 4.1, 4.1, 2.6, 2.9, 4.2, 3.9, 3.6]",XS,Mexico,7765,29,49,Increasing,2.155310739274982
156,Blue Threads,cropped,44.13999999999999,"[3.4, 4.9, 4.6, 2.5, 2.8, 4.9, 1.2, 5.0, 4.1, 3.6]",L,India,2834,431,21,Increasing,2.1645264496409453
157,Comfort Fit,sailor,129.84,"[5.0, 1.6, 1.4, 4.5, 3.3, 2.1, 3.8, 3.9, 1.1, 2.0]",XL,Turkey,3842,186,30,Increasing,1.4607408581010815
158,Urban Style,trouser,105.5,"[1.7, 5.0, 4.3, 5.0, 5.0, 1.2, 2.4, 3.2, 2.8, 2.6]",XL,Turkey,7598,194,59,Decreasing,1.8276076282199698
159,Urban Style,skinny,52.65,"[3.0, 1.6, 4.8, 4.1, 4.1, 2.5, 5.0, 1.4, 5.0, 5.0]",L,China,6639,68,57,Decreasing,2.118645994484688
160,Modern Denim,jogger,83.16000000000001,"[2.7, 2.7, 2.1, 4.3, 4.2, 2.5, 5.0, 2.1, 1.8, 3.5]",XS,Turkey,8568,101,58,Stable,1.6359909293908925
161,Modern Denim,flared,34.69,"[1.4, 4.3, 1.6, 3.0, 4.7, 5.0, 3.1, 5.0, 2.1, 3.4]",L,Mexico,5103,333,32,Increasing,1.8618441117748816
162,Classic Cuts,tapered,117.69,"[1.8, 1.5, 5.0, 5.0, 5.0, 3.3, 4.5, 3.1, 2.6, 4.9]",XL,India,4919,114,11,Stable,2.136938939981779
163,Denim Co.,jogger,42.74,"[2.8, 1.3, 5.0, 4.0, 4.4, 2.5, 5.0, 5.0, 2.6, 5.0]",M,Turkey,7315,457,52,Decreasing,2.2202444088498443
164,Comfort Fit,jogger,30.619999999999997,"[5.0, 1.4, 1.7, 2.8, 4.6, 3.6, 5.0, 5.0, 4.3, 1.1]",S,Vietnam,9421,242,21,Stable,1.939900412651872
165,Jeans Unlimited,paper bag,39.300000000000004,"[5.0, 5.0, 4.4, 1.7, 1.7, 5.0, 2.3, 3.1, 3.8, 4.7]",XS,Vietnam,6931,324,37,Stable,2.136938939981779
166,Comfort Fit,jogger,66.28,"[2.0, 5.0, 1.8, 1.2, 3.7, 1.2, 4.4, 1.4, 5.0, 2.8]",M,Vietnam,2794,23,4,Increasing,1.445187058954756
167,Trendy Tailors,paper bag,37.36,"[1.5, 1.0, 5.0, 3.8, 4.8, 2.2, 3.7, 2.7, 5.0, 3.6]",XS,Mexico,4798,98,22,Stable,1.8361408309936622
168,Blue Threads,tapered,45.93,"[1.2, 5.0, 3.5, 5.0, 2.3, 2.0, 1.6, 4.1, 3.1, 4.4]",M,USA,7029,349,-1,Stable,1.7432126128170133
169,Urban Style,flared,90.82,"[2.5, 3.0, 5.0, 3.7, 1.4, 4.0, 4.6, 2.5, 2.8, 2.8]",M,Turkey,2515,125,9,Decreasing,1.7515761848244589
170,Trendy Tailors,sailor,39.67,"[4.2, 4.7, 1.6, 5.0, 5.0, 1.5, 1.2, 3.9, 3.8, 2.6]",S,USA,5781,149,10,Increasing,1.8532590179085613
171,Denim Co.,trouser,53.52,"[5.0, 4.5, 1.2, 3.8, 4.7, 3.9, 3.9, 3.9, 3.6, 3.8]",XL,USA,6293,264,28,Decreasing,2.2861895919620774
172,Retro Wear,cropped,105.2,"[5.0, 3.2, 3.1, 4.5, 5.0, 1.1, 5.0, 5.0, 1.7, 2.2]",XL,Turkey,1048,137,26,Stable,2.0552310804041167
173,Denim Co.,paper bag,34.27,"[4.9, 2.7, 4.3, 2.7, 1.1, 4.2, 1.3, 1.1, 3.5, 5.0]",L,Turkey,9434,269,24,Increasing,1.6278574819544738
174,Comfort Fit,trouser,123.69000000000001,"[3.8, 5.0, 5.0, 2.3, 2.0, 3.0, 5.0, 4.4, 1.6, 5.0]",XS,Turkey,2857,353,47,Stable,2.1737621653427044
175,Comfort Fit,tapered,75.47000000000001,"[1.3, 5.0, 4.1, 1.0, 4.2, 4.4, 3.6, 1.4, 2.1, 4.2]",XS,Turkey,2506,106,42,Increasing,1.6686869882431197
176,Blue Threads,tapered,15.75,"[5.0, 4.9, 4.4, 1.4, 5.0, 5.0, 2.4, 3.9, 4.8, 3.4]",S,Vietnam,203,503,59,Increasing,2.4706194265908237
177,Modern Denim,jogger,37.61,"[5.0, 1.3, 3.0, 1.7, 1.3, 4.1, 3.1, 5.0, 5.0, 4.9]",M,Mexico,4786,465,5,Increasing,1.9311564981655658
178,Classic Cuts,skinny,32.11,"[3.0, 2.8, 2.7, 1.9, 5.0, 3.1, 4.7, 2.6, 4.0, 1.4]",M,China,5562,159,8,Decreasing,1.660488561984543
179,Jeans Unlimited,wide,96.17999999999999,"[1.9, 2.1, 5.0, 2.3, 3.0, 2.8, 1.1, 3.5, 1.9, 4.0]",XL,China,6134,277,32,Stable,1.3759628057595679
180,Trendy Tailors,straight,112.98,"[4.9, 2.4, 4.1, 4.9, 5.0, 1.5, 2.8, 5.0, 5.0, 2.6]",XL,Bangladesh,3855,164,37,Increasing,2.27670544815825
181,Blue Threads,flared,123.45,"[5.0, 5.0, 4.0, 5.0, 2.3, 3.9, 4.4, 1.1, 1.9, 1.8]",XL,Mexico,4760,15,23,Stable,1.9311564981655658
182,Urban Style,cropped,105.91,"[4.6, 5.0, 4.5, 2.5, 2.8, 5.0, 4.4, 1.4, 2.1, 5.0]",S,Mexico,3681,328,47,Decreasing,2.192294017303783
183,Jeans Unlimited,paper bag,75.60000000000001,"[2.1, 1.3, 1.8, 1.5, 2.7, 2.5, 5.0, 5.0, 1.9, 3.5]",M,China,1564,243,31,Stable,1.3531658917903508
184,Jeans Unlimited,trouser,127.17,"[3.2, 3.7, 4.4, 2.1, 5.0, 5.0, 1.8, 5.0, 1.4, 5.0]",S,Vietnam,7002,-4,29,Stable,2.1277826578243912
185,Classic Cuts,jogger,45.019999999999996,"[2.3, 3.7, 4.7, 5.0, 4.1, 3.8, 5.0, 1.9, 2.9, 3.9]",XS,Turkey,8600,51,39,Stable,2.192294017303782
186,Jeans Unlimited,sailor,98.68,"[2.2, 3.0, 1.1, 1.9, 5.0, 2.0, 5.0, 1.3, 5.0, 4.5]",L,Bangladesh,3142,309,10,Decreasing,1.6441405685069412
187,Retro Wear,paper bag,29.5,"[3.4, 3.1, 5.0, 3.7, 4.9, 5.0, 3.0, 5.0, 1.9, 1.8]",S,USA,2179,401,37,Decreasing,2.1461149351943005
188,Modern Denim,cropped,103.59,"[3.9, 3.9, 5.0, 3.7, 4.9, 5.0, 3.0, 2.6, 3.5, 5.0]",M,Vietnam,1581,162,14,Decreasing,2.5005124517910793
189,Classic Cuts,jogger,94.52,"[2.2, 1.1, 4.0, 2.7, 2.6, 5.0, 1.8, 5.0, 1.4, 3.0]",XS,India,5036,74,28,Increasing,1.4685411370735983
